place_id,name,s_latitude,n_latitude,w_longitude,e_longitude
465,Mishi Bufet,44.4405038,44.4429988,26.151322,26.1546055
466,McDonald's,44.4405038,44.4429988,26.151322,26.1546055
467,trickSHOT,44.4405038,44.4429988,26.151322,26.1546055
468,Hanu' Berarilor Casa Elena Lupescu,44.4396216,44.4397216,26.1237981,26.1238981
469,5 to go Horei 20,44.4410709,44.4411709,26.1241532,26.1242532
470,Stadio Union,44.4369916,44.4374474,26.0989098,26.0997658
471,EggsMania,44.4374358,44.4375358,26.100194,26.100294
472,Restaurant Pescarul,44.4372578,44.4373578,26.1010128,26.1011128
473,Gyros Thessalonikis - MILITARI,44.4339801,44.4340307,25.9974142,25.9977049
474,Petrisor Catering,44.4581741,44.4582741,26.0527776,26.0528776
475,Egustos,44.4586073,44.4587073,26.0525422,26.0526422
476,So Coffee,44.4898501,44.4901548,26.186825,26.1872535
477,Cafeluta cu Scandal,44.4659624,44.4665793,26.1385264,26.1389545
478,OPA!-OPA! Greek Fast Food Ghencea,44.4083558,44.4104435,26.0323426,26.0345832
479,Shaorma La Baiatu -Pantelimon,44.4456469,44.4457469,26.2021581,26.2022581
480,Bragadiru,44.3797879,44.3816873,26.0142528,26.0166957
481,Friddi,44.4498126,44.4499126,26.0944118,26.0945118
482,Decadance - Restaurant & Bar,44.4493973,44.4494973,26.094984,26.095084
483,Silence Pub,44.4495606,44.4496606,26.0964379,26.0965379
484,Atipic,44.4496466,44.4497466,26.0960311,26.0961311
485,Selah Tea cake&truth,44.4504058,44.4505058,26.0963939,26.0964939
486,Berestroika - Beer Revolution!,44.4271468,44.4272468,26.1135418,26.1136418
487,Dragonul 8 - La terasa,44.4742166,44.4786183,26.1793311,26.1851127
488,GYST,44.4328784,44.4329784,26.101169,26.101269
489,Argentin Restaurant Centrul Vechi,44.4323459,44.4324459,26.1019481,26.1020481
490,5 To Go,44.3902165,44.3903858,26.1242179,26.1244252
491,Beijing Garden,44.4422411,44.4423411,26.0810591,26.0811591
492,CoOperativa Bar,44.4488499,44.4489499,26.1105587,26.1106587
493,IndiVan Food Truck,44.4489285,44.4490285,26.1106233,26.1107233
494,Ici et La,44.4486898,44.4487898,26.1100452,26.1101452
495,Arepas Colombianas Bucharest,44.4488499,44.4489499,26.1105587,26.1106587
496,L'Atelier Relais & Chateaux,44.4368705,44.4369705,26.0869881,26.0870881
497,Grs Home,44.3783485,44.3784485,26.1449181,26.1450181
498,Yummy Taste,44.4213834,44.4214834,26.1006434,26.1007434
499,Local Trattoria,44.4438636,44.4450679,26.0077029,26.0119505
500,Pizza tratoria,44.444654,44.4449134,26.0075033,26.0077472
501,Bendis Cafe,44.3993675,44.3994675,26.0963118,26.0964118
502,ESA-Restaurant,44.3926512,44.3927512,26.0262573,26.0263573
503,La Grași,44.3834271,44.3835349,26.1032526,26.1034997
504,Sensei sushi,44.3816407,44.3824191,26.1035126,26.1037565
505,Jiului 57th Coffee & Pizzeria,44.4841,44.4842,26.04589,26.04599
506,SHAORMA SANDWICH GRILL,44.48432,44.48442,26.0479,26.048
507,Vivo Fusion Food Bar Tineretului,44.4154506,44.4169957,26.1008264,26.1041652
508,ZenSushi Take Away,44.4152885,44.4153885,26.1047214,26.1048214
509,Ciorbe și Plăcinte - Tineretului,44.4151719,44.4152719,26.1047304,26.1048304
510,NOUA. Bucătărie Românească,44.4384351,44.4385448,26.123222,26.1235094
511,La Zavat,44.4379152,44.4380152,26.1232824,26.1233824
512,Hakuna Matata Restaurant & Garden,44.4384351,44.4385448,26.123222,26.1235094
513,Doner Kebab by Chef Nicu Balş,44.4131062,44.4132062,26.159463,26.159563
514,Ressu Restaurant & Lounge,44.4129067,44.4131316,26.1596622,26.1610612
515,West Plaza Hotel,44.4286614,44.4287492,26.036849,26.0371671
516,Fu Lin Men,44.4287671,44.4288682,26.0368432,26.0372173
517,Restaurant Cortina,44.4287671,44.4288682,26.0368432,26.0372173
518,Terasa A N C O R =MICI și PASTRAMĂ,44.398689,44.3988531,26.1102221,26.1104325
519,Terasa Bar,44.3871433,44.3872433,26.0884818,26.0885818
520,Karamna,44.4216829,44.4217829,26.1310156,26.1311156
521,Ristorante DaGiulio,44.4216433,44.4217433,26.1305476,26.1306476
522,Blue Slot,44.4829464,44.4875191,26.1731931,26.1821446
523,Grătar la jar,44.3607971,44.362025,26.1228391,26.1248651
524,Burger Island,44.4438999,44.4439999,26.1364791,26.1365791
525,Beyaz Restaurant,44.477325,44.477425,26.1625829,26.1626829
526,Popeye Chicken,44.477325,44.477425,26.1625829,26.1626829
527,Corner Pub & Grill,44.4267893,44.4271689,26.1438991,26.1441258
528,Pizzeria La Donna,44.4272657,44.4273657,26.1438356,26.1439356
529,Yca's Pub&Grill,44.4292738,44.4294247,26.1666776,26.1670856
530,Hidden- The Social Space,44.4153195,44.4154195,26.1196231,26.1197231
531,Jovie Belle,44.4634501,44.4635501,26.0821829,26.0822829
532,DinNatura.ro,44.4634501,44.4635501,26.0821829,26.0822829
533,Rock Side,44.4235584,44.4239413,26.0415844,26.042433
534,Koko Loko Burgers,44.4234325,44.4235325,26.040851,26.040951
535,IUTE Express,44.4234862,44.4235862,26.0411002,26.0412002
536,Casa Berarilor Artizani,44.4234325,44.4235325,26.040851,26.040951
537,Vrei Ceva Bun,44.4234862,44.4235862,26.0411002,26.0412002
538,5togo,44.4234862,44.4235862,26.0411002,26.0412002
539,Animaletto Pizza Bar,44.4480311,44.4481311,26.0952481,26.0953481
540,Matis Fast Food&Grill,44.3856938,44.3857938,26.0471613,26.0472613
541,Alex,44.3788952,44.3794896,26.1460103,26.1476247
542,Noodle House,44.4758276,44.4771257,26.1830069,26.1847713
543,Cort Artist Events,44.5239542,44.5240475,26.0728877,26.0744515
544,Robescu 14,44.4324332,44.4325332,26.1096386,26.1097386
545,Central Culture Bistro,44.4326282,44.4327282,26.1079721,26.1080721
546,Ciorbe To Go,44.4843717,44.485539,26.0322315,26.0339077
547,Happy Kebab,44.4026561,44.4027561,26.0928092,26.0929092
548,Cartofisserie,44.5083319,44.5109791,26.0864832,26.0899938
549,Turkish Classis Restaurant,44.415023,44.415123,26.0853495,26.0854495
550,La o idee,44.4669514,44.4670514,26.0476573,26.0477573
551,Perfect Simplu Specialty Coffee Cișmigiu,44.435874,44.435974,26.0880201,26.0881201
552,Hop Garden,44.410785,44.410885,26.1209972,26.1210972
553,Fool de Vară - Outdoor Comedy Club,44.410785,44.410885,26.1209972,26.1210972
554,Popesti Doner,44.3796297,44.3797297,26.169364,26.169464
555,Pranzo by ESS @ Hermes Business Campus,44.480909,44.4817863,26.1130836,26.1146092
556,Hanul Drumețului,44.4188538,44.4189538,26.0426794,26.0427794
557,Zest Pizza,44.4196385,44.4200646,26.0420342,26.0446719
558,Johnny's Pub,44.419059,44.419159,26.0436551,26.0437551
559,Best Falafel in Bucharest,44.4637842,44.4649387,26.1261775,26.1283471
560,Shawarma House,44.4637842,44.4649387,26.1261775,26.1283471
561,La Ness la bar,44.4523853,44.4524853,26.1853513,26.1854513
562,Fabio Pizza Campus 6.3 (Apaca),44.4346743,44.4353354,26.0526792,26.053055
563,Autorizare DSV - DSP,44.423208,44.4233706,26.0286559,26.0288827
564,McDonald's,44.4484167,44.4486141,26.0823032,26.0825519
565,Restaurant Pengyou,44.447697,44.447797,26.0833724,26.0834724
566,ChefBox Food truck,44.4487799,44.4488799,26.0822668,26.0823668
567,Dr. Felix 9,44.4485658,44.4486658,26.0815782,26.0816782
568,Asia Star,44.4476439,44.4477827,26.0824744,26.0827284
569,De Colo Colo Regie,44.4437663,44.4482505,26.0498931,26.0603164
570,Restaurant Potcoava 9Mai,44.4562999,44.4563999,26.0545524,26.0546524
571,La Sediu,44.37525,44.3761518,26.1084679,26.1091802
572,Mr. Crispy,44.4194861,44.4195861,26.0652816,26.0653816
573,Terasa Di Don Costel,44.4118668,44.4119668,26.158351,26.158451
574,Carciuma la nea Nicu,44.4113511,44.4114511,26.1586657,26.1587657
575,La Micutu II,44.4278947,44.4279855,26.0369814,26.0372008
576,The Alchemist,44.4346471,44.4347471,26.0675709,26.0676709
577,Ich&Fee Cotroceni,44.434256,44.434356,26.0683283,26.0684283
578,5 to go,44.3917071,44.3933822,26.1180531,26.1204425
579,Bistro La Minut,44.4047591,44.4048664,26.1424302,26.1425425
580,Sc Tinervis Group Srl,44.4049717,44.4050717,26.1419836,26.1420836
581,Sushi Yoko Yoko Delivery,44.4042826,44.4046691,26.1408753,26.1420776
582,Eleven Restaurant,44.4169607,44.4171473,26.1725463,26.172673
583,L'incontro,44.4170767,44.4171767,26.1731184,26.1732184
584,Trattoria Venti,44.4169607,44.4171473,26.1725463,26.172673
585,DESTINATIE ECA POSTAVARULUI,44.417504,44.417604,26.1721125,26.1722125
586,Peaky Burgers,44.4352265,44.4353265,26.0741297,26.0742297
587,Uncle John,44.3671175,44.3672175,26.1524247,26.1525247
588,HONG LONG RESTAURANT,44.4696859,44.4698465,26.1700524,26.1702719
589,Ali Potol SHAWORMA by Gourmonde,44.4528025,44.4529025,25.9956986,25.9957986
590,Pizzeria Gourmonde,44.4528025,44.4529025,25.9956986,25.9957986
591,ParkLake Shopping Center,44.4190836,44.4222326,26.1480855,26.1512478
592,Popeyes ParkLake,44.4190836,44.4222326,26.1480855,26.1512478
593,Taco Bell ParkLake Shopping Center,44.4190836,44.4222326,26.1480855,26.1512478
594,McDonald's,44.4190836,44.4222326,26.1480855,26.1512478
595,Poke House,44.4190836,44.4222326,26.1480855,26.1512478
596,Costa Coffee,44.4190836,44.4222326,26.1480855,26.1512478
597,Pizzeria Di Marco| Pizzeriadimarco.ro,44.3961954,44.3962954,26.0764828,26.0765828
598,Profi Go,44.416852,44.416952,26.1938239,26.1939239
599,"LIVRARE PIZZA Bucuresti Sector 1, 6 Chiajna",44.4567518,44.4568518,26.0699304,26.0700304
600,Velocce Pizza,44.456845,44.456945,26.0699702,26.0700702
601,Cooperativa FRUFRU,44.4448388,44.4453047,26.0449707,26.0462668
602,Maroon Restaurant Café,44.4265901,44.4271044,26.1154541,26.1159874
603,Bavette Italian Steakhouse,44.4265901,44.4271044,26.1154541,26.1159874
604,Șoseaua Străulești Nr 5-7,44.4897781,44.4901042,26.0638645,26.0644817
605,Depisto,44.3968006,44.3969006,26.0981262,26.0982262
606,Pranzo by ESS @ Yunity Park,44.4790714,44.4795511,26.1119966,26.11252
607,unteatru,44.4289085,44.4290085,26.0942928,26.0943928
608,Cereal Crunch Cafe,44.429554,44.4297292,26.0939099,26.0946525
609,La Plăcinte,44.4295812,44.4297369,26.0946512,26.0949026
610,SWITCH.eat,44.4425878,44.4426878,26.1244848,26.1245848
611,Zissou Coffee Shop - Hosted by BlendHotel,44.4425312,44.4426312,26.1236316,26.1237316
612,Shaormeria Băneasa Aerogării,44.4944543,44.4945543,26.0804201,26.0805201
613,Glamour Restro Cafe,44.4934421,44.4939709,26.0796009,26.079959
614,Danibi Băneasa,44.4944543,44.4945543,26.0804201,26.0805201
615,La Caffetteria Bontadi,44.4939705,44.4942509,26.0796148,26.0809398
616,El Bacha,44.4244087,44.4250768,26.1295972,26.1303718
617,TAVERNA HAPPY BAR & GRILL,44.4250684,44.4251684,26.1307784,26.1308784
618,McDonald's,44.4059597,44.4061277,26.2000514,26.2004243
619,Adysim Catering & Birouri,44.4707419,44.4708419,26.1568866,26.1569866
620,Nikos Greek Taverna Apaca,44.432185,44.4326554,26.0514554,26.0523932
621,Maia Pizza Apaca,44.4321894,44.4336827,26.0523493,26.0527391
622,Jerry's Pizza - Iancului,44.4416354,44.4417354,26.1385042,26.1386042
623,Pui Pe Jar Bucuresti,44.4415722,44.4416722,26.1382542,26.1383542
624,Caminul de Batrani Nicolas-Miruna,44.4531095,44.4535404,26.1674159,26.1711499
625,Vibere Events,44.4467274,44.4493961,26.0395305,26.0430289
626,Trenta Pizza Rahova,44.413455,44.413555,26.0723311,26.0724311
627,Pasa Kebap,44.4125298,44.4132223,26.0722023,26.0728806
628,San Sebastiano pizza and more,44.4132976,44.4133976,26.0729337,26.0730337
629,Terasa Sebastian Grătar cu Jar,44.4130149,44.4131654,26.0732764,26.0735193
630,Romprim,44.3835893,44.3836893,26.1461353,26.1462353
631,Burger King,44.4344851,44.4350051,26.1014068,26.1019547
632,Ground Zero Beer Taproom,44.4341977,44.4347306,26.1014675,26.1020743
633,Trattoria Il Calcio Universitate,44.4341977,44.4347306,26.1014675,26.1020743
634,KFC,44.4449979,44.4450979,26.0981002,26.0982002
635,Mesopotamia,44.4447587,44.4448587,26.0982131,26.0983131
636,La Matei,44.4148443,44.4149443,26.1714341,26.1715341
637,Get's Bet,44.4148443,44.4149443,26.1714341,26.1715341
638,Cafe 35,44.4340491,44.4341491,26.0737144,26.0738144
639,YOYO Burgers & More,44.3649821,44.3653588,26.1250038,26.1255388
640,Donici constantin,44.438531,44.4387887,26.079321,26.0796366
641,La Bobiță - Grătar la Jar,44.4118924,44.4119924,26.1784349,26.1785349
642,Lady M Events,44.4309327,44.4313486,25.9999725,26.0014584
643,Templul Soarelui,44.4515667,44.4516667,26.111487,26.111587
644,Artha Caffe,44.4510664,44.4511664,26.1115256,26.1116256
645,Sehetas Sushi Bar,44.4507619,44.4508619,26.1115149,26.1116149
646,Dragomir Niculescu,44.4507619,44.4508619,26.1115149,26.1116149
647,Apéritivo,44.4507619,44.4508619,26.1115149,26.1116149
648,Restaurant Adam,44.4879242,44.4880242,26.0496063,26.0497063
649,Azero,44.4682181,44.473732,26.059267,26.0727865
650,Reforma 9,44.4682181,44.473732,26.059267,26.0727865
651,Cantina Agronomie,44.4682181,44.473732,26.059267,26.0727865
652,Expozitiei 101,44.4682181,44.473732,26.059267,26.0727865
653,Autoservire Expozitiei,44.4682181,44.473732,26.059267,26.0727865
654,Salonul Albastru Complex Agronomie,44.4682181,44.473732,26.059267,26.0727865
655,BSP Arena - School Football New Stars,44.4295107,44.4299579,26.014747,26.0166473
656,Floare De Cactus,44.4432438,44.4433438,26.0458909,26.0459909
657,Buns Burgers & Wings,44.4435667,44.4444275,26.0443903,26.0459606
658,Restaurant Muzeul Satului,44.4700685,44.4747514,26.0752988,26.08032
659,"Autoservirea Andreea - Meniul Zilei, Mancare Gatita, Fast Food Bragadiru. Restaurant Botez, Parastas Bragadiru",44.3970818,44.3973767,26.0039594,26.0043162
660,Diferenta Gustului,44.3973997,44.3974997,26.0040017,26.0041017
661,Haute Pepper,44.426601,44.4267922,26.0931931,26.0937342
662,Stadio Unirii,44.4276076,44.4278219,26.0932589,26.0937754
663,Ergo Restaurant,44.4275775,44.4277059,26.0941299,26.0944923
664,Regina Club,44.4213884,44.4214884,26.0592103,26.0593103
665,Burgeria Ramy,44.3745163,44.3816625,26.0074121,26.0199329
666,LAZOO Restaurant & Lounge,44.5156423,44.520167,26.102566,26.104406
667,Pizzeria Volare,44.5154647,44.5160727,26.1030693,26.103466
668,Nea Mitica,44.5154647,44.5160727,26.1030693,26.103466
669,Boiler @ The ZOO,44.5154647,44.5160727,26.1030693,26.103466
670,Camionetta Pizzeria - Grădina Băneasa,44.5154647,44.5160727,26.1030693,26.103466
671,Pop-up Market - Gradina Băneasa,44.5154647,44.5160727,26.1030693,26.103466
672,Sumeshi,44.4510548,44.4518062,25.9800183,25.982662
673,Crazy Grill,44.4502723,44.4508558,25.979922,25.9818987
674,McDonald's,44.4195266,44.4197108,26.1368147,26.1372113
675,Trattoria Piccola,44.4067651,44.4068651,26.1144604,26.1145604
676,Restaurant Vulturul S.R.L.,44.4342888,44.4345703,25.9946808,25.9948783
677,Savi Restaurant & Club Biliard,44.415217,44.415317,26.1741456,26.1742456
678,Zest Pizza,44.4148749,44.4152224,26.1745614,26.1751178
679,Leonard Caffe,44.4144656,44.4146304,26.1745895,26.1749457
680,Paparazzi Café -Xerox-Print-Servicii foto -ACTE ARR,44.47149,44.4722791,26.0502502,26.0509495
681,Amvrosia,44.4992874,44.4993874,26.1324916,26.1325916
682,Magazin Florimar,44.4001394,44.4002394,26.0764641,26.0765641
